name,source_url,description,category,era,location,museum,material,dimensions,image_url,related_artifacts
大理国银鎏金镶珠金翅鸟,https://zh.wikipedia.org/wiki/%E5%A4%A7%E7%90%86%E5%9B%BD%E9%93%B6%E9%8E%8F%E9%87%91%E9%95%B6%E7%8F%A0%E9%87%91%E7%BF%85%E9%B8%9F,大理国银鎏金镶珠金翅鸟，大理国时期（宋代）文物，1978年发现于云南省大理市崇圣寺主塔千寻塔的塔顶。现藏于云南省博物馆，是一级文物。,中国一级文物 | 云南省博物馆藏品 | 大理国 | 大理市文物 | 维基共享资源分类链接使用了维基数据上的匹配项,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/%E5%A4%A7%E7%90%86%E5%B4%87%E5%9C%A3%E5%AF%BA%E5%8D%83%E5%AF%BB%E5%A1%94%E5%87%BA%E5%9C%9F-%E9%93%B6%E9%8E%8F%E9%87%91%E9%95%B6%E7%8F%A0%E9%87%91%E7%BF%85%E9%B8%9F-%E5%A4%A7%E7%90%86%E5%9B%BD-%E4%BA%91%E5%8D%97%E7%9C%81%E5%8D%9A%E7%89%A9%E9%A6%86_2025-09-18_01.jpg/250px-%E5%A4%A7%E7%90%86%E5%B4%87%E5%9C%A3%E5%AF%BA%E5%8D%83%E5%AF%BB%E5%A1%94%E5%87%BA%E5%9C%9F-%E9%93%B6%E9%8E%8F%E9%87%91%E9%95%B6%E7%8F%A0%E9%87%91%E7%BF%85%E9%B8%9F-%E5%A4%A7%E7%90%86%E5%9B%BD-%E4%BA%91%E5%8D%97%E7%9C%81%E5%8D%9A%E7%89%A9%E9%A6%86_2025-09-18_01.jpg,“五星出东方利中国”护膊 | 一级文物 | 三星堆金杖 | 商周十供 | 大克鼎 | 妇好鸮尊 | 彩绘人物故事漆屏 | 昭陵六骏 | 曾侯乙编钟 | 淅川出土铜禁 | 玉琮王 | 皿方罍 | 石鼓 (先秦) | 聂耳小提琴 | 越王勾践剑 | 铜奔马 | 铜车马 | 铜错金银四龙四凤方案 | 银背光金阿嵯耶观音像 | 長信宮燈 | 青铜神树 | 马王堆一号汉墓帛画
常阳太尊石像,https://zh.wikipedia.org/wiki/%E5%B8%B8%E9%98%B3%E5%A4%AA%E5%B0%8A%E7%9F%B3%E5%83%8F,常阳太尊石像，又称“常阳天尊石像”，是唐代开元时期道教石像，中华人民共和国国家一级文物，禁止出境展览文物之一。原位于运城市安邑镇中陈村景云观遗址，后于1957年移至山西省博物馆（太原重阳宫碑廊，今属山西省艺术博物馆）收藏。,中国石刻雕塑作品 | 中国道教艺术 | 唐朝石刻 | 唐朝道教 | 山西道教,唐,,山西省艺术博物馆,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/20250602_Statue_of_Laozi_in_the_Chunyang_Temple.jpg/250px-20250602_Statue_of_Laozi_in_the_Chunyang_Temple.jpg,“五星出东方利中国”护膊 | 㝬簋 | 七孔玉刀 | 三星堆出土玉边璋 | 三星堆金杖 | 中山王铁足铜鼎 | 五代耀州窑青釉刻花提梁倒流壶 | 五牛圖 | 人物御龙帛画 | 人物龙凤帛画 | 人面鱼纹彩陶盆 | 伯矩鬲 | 何尊 | 八重宝函 | 兽首玛瑙杯 | 凤冠 (定陵) | 刘胜金缕玉衣 | 利簋 | 勘书图 | 北宋刻本《范仲淹文集》 | 卓歇图 | 双鸟朝阳纹牙雕 | 史墙盘 | 吉祥遍至口合本续 | 后母戊鼎 | 唐长沙窑青釉褐彩贴花人物纹壶 | 商周太阳神鸟金饰 | 四羊方尊 | 夏景山口待渡图 | 大克鼎 | 大玉戈 | 大盂鼎 | 大禾方鼎 | 大秦景教流行中国碑 | 天亡簋 | 太保鼎 | 子龙鼎 | 岳麓秦简 | 嵌绿松石象牙杯 | 平复帖 | 張好好詩 | 彩漆木雕小座屏 | 彩绘人物故事漆屏 | 彩绘鹳鱼石斧图陶缸 | 彩陶八角星纹豆 | 挥扇仕女图 | 昭陵六骏 | 晉侯穌編鐘 | 景雲鐘 | 曾侯乙墓外棺 | 曾侯乙编钟 | 曾侯乙青铜尊盘 | 朱然墓出土漆木屐 | 朱然墓出土贵族生活图漆盘 | 杀人祭柱场面贮贝器 | 步辇图 | 水晶杯 | 河姆渡出土朱漆碗 | 河姆渡出土陶灶 | 涅槃變相碑 | 淅川出土铜禁 | 淳化大鼎 | 清明上河圖 | 渔村小雪图 | 游春图 | 滇王之印 | 玉琮王 | 皇后之玺 | 直裾素紗襌衣 | 石鼓 (先秦) | 神兽纹玉樽 | 禁止出境展览文物 | 竹林七賢與榮啟期 | 红地对人兽树纹罽袍 | 红山文化女神像 | 红山文化玉龙 | 舞马衔杯仿皮囊式银壶 | 苦笋帖 | 莲鹤方壶 | 虢季子白盘 | 角形玉杯 | 诅盟场面贮贝器 | 识文彩绘盝顶长方形漆奁 | 越王勾践剑 | 趙佶草書千字文 | 逨盘 | 鑄客銅鼎 | 铜奔马 | 铜浮屠 | 铜车马 | 铜错金银四龙四凤方案 | 長信宮燈 | 陶鹰鼎 | 隋白釉龙柄双联传瓶 | 青花釉里红瓷仓 | 青铜神树 | 青铜立人像 | 鞍马出行图 | 韩熙载夜宴图 | 马王堆一号墓木棺椁 | 马王堆一号汉墓帛画 | 马王堆帛书周易 | 高逸图 | 鸭形玻璃注 | 黑漆朱绘六博具 | 齐王墓青铜方镜
朱然墓出土贵族生活图漆盘,https://zh.wikipedia.org/wiki/%E6%9C%B1%E7%84%B6%E5%A2%93%E5%87%BA%E5%9C%9F%E8%B4%B5%E6%97%8F%E7%94%9F%E6%B4%BB%E5%9B%BE%E6%BC%86%E7%9B%98,朱然墓出土贵族生活图漆盘为1984年出土于中国安徽省马鞍山市朱然墓中的三国东吴时期的文物。盛食器，直径24.8厘米、高3.5厘米，木胎，盘内壁及底髹红漆，外壁及底髹黑红漆，内外颜色有区别。漆盘内的画面分为三部分：上面为宴宾图；下面为出游图；中间部分又包括三个画面：右侧为驯鹰图、中间为对弈图、左侧为梳妆图。现藏于朱然家族墓地博物馆。,东吴文物 | 中国漆器 | 禁止出境展览文物 | 马鞍山文物,三国,安徽省 马鞍山市 （1984年）,朱然家族墓地博物馆,,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/%E8%B4%B5%E6%97%8F%E7%94%9F%E6%B4%BB%E5%9B%BE%E6%BC%86%E7%9B%98%2C_2024-01-06.jpg/250px-%E8%B4%B5%E6%97%8F%E7%94%9F%E6%B4%BB%E5%9B%BE%E6%BC%86%E7%9B%98%2C_2024-01-06.jpg,“五星出东方利中国”护膊 | 㝬簋 | 七孔玉刀 | 三星堆出土玉边璋 | 三星堆金杖 | 中山王铁足铜鼎 | 五代耀州窑青釉刻花提梁倒流壶 | 五牛圖 | 人物御龙帛画 | 人物龙凤帛画 | 人面鱼纹彩陶盆 | 伯矩鬲 | 何尊 | 八重宝函 | 兽首玛瑙杯 | 凤冠 (定陵) | 刘胜金缕玉衣 | 利簋 | 勘书图 | 北宋刻本《范仲淹文集》 | 卓歇图 | 双鸟朝阳纹牙雕 | 史墙盘 | 吉祥遍至口合本续 | 后母戊鼎 | 唐长沙窑青釉褐彩贴花人物纹壶 | 商周太阳神鸟金饰 | 四羊方尊 | 夏景山口待渡图 | 大克鼎 | 大玉戈 | 大盂鼎 | 大禾方鼎 | 大秦景教流行中国碑 | 天亡簋 | 太保鼎 | 子龙鼎 | 岳麓秦简 | 嵌绿松石象牙杯 | 常阳太尊石像 | 平复帖 | 張好好詩 | 彩漆木雕小座屏 | 彩绘人物故事漆屏 | 彩绘鹳鱼石斧图陶缸 | 彩陶八角星纹豆 | 挥扇仕女图 | 昭陵六骏 | 晉侯穌編鐘 | 景雲鐘 | 曾侯乙墓外棺 | 曾侯乙编钟 | 曾侯乙青铜尊盘 | 朱然墓出土漆木屐 | 杀人祭柱场面贮贝器 | 步辇图 | 水晶杯 | 河姆渡出土朱漆碗 | 河姆渡出土陶灶 | 涅槃變相碑 | 淅川出土铜禁 | 淳化大鼎 | 清明上河圖 | 渔村小雪图 | 游春图 | 滇王之印 | 玉琮王 | 皇后之玺 | 直裾素紗襌衣 | 石鼓 (先秦) | 神兽纹玉樽 | 禁止出境展览文物 | 竹林七賢與榮啟期 | 红地对人兽树纹罽袍 | 红山文化女神像 | 红山文化玉龙 | 舞马衔杯仿皮囊式银壶 | 苦笋帖 | 莲鹤方壶 | 虢季子白盘 | 角形玉杯 | 诅盟场面贮贝器 | 识文彩绘盝顶长方形漆奁 | 越王勾践剑 | 趙佶草書千字文 | 逨盘 | 鑄客銅鼎 | 铜奔马 | 铜浮屠 | 铜车马 | 铜错金银四龙四凤方案 | 長信宮燈 | 陶鹰鼎 | 隋白釉龙柄双联传瓶 | 青花釉里红瓷仓 | 青铜神树 | 青铜立人像 | 鞍马出行图 | 韩熙载夜宴图 | 马王堆一号墓木棺椁 | 马王堆一号汉墓帛画 | 马王堆帛书周易 | 高逸图 | 鸭形玻璃注 | 黑漆朱绘六博具 | 齐王墓青铜方镜
三星堆金杖,https://zh.wikipedia.org/wiki/%E4%B8%89%E6%98%9F%E5%A0%86%E9%87%91%E6%9D%96,"三星堆金杖，又名金手杖、古蜀金杖、商金杖，或直接簡稱金杖，是中國四川省三星堆遗址出土的文物，三星堆遗址一号祭祀坑出土。列入""第三批禁止出境展览文物目录""。全长1.42米，直径为2.3厘米，用捶打好的金箔包卷在木杖上，金杖的木质部分在出土前已经已炭化，压扁变形。金杖一端刻有图案。",三星堆遗址 | 中国金器 | 全部小作品 | 古蜀文物 | 德阳文物,商,四川 广汉 三星堆遗址 一号祭祀坑,广汉三星堆博物馆,,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/%E4%B8%89%E6%98%9F%E5%A0%86%E5%87%BA%E5%9C%9F%E6%96%87%E7%89%A914.png/250px-%E4%B8%89%E6%98%9F%E5%A0%86%E5%87%BA%E5%9C%9F%E6%96%87%E7%89%A914.png,“五星出东方利中国”护膊 | 㝬簋 | 七孔玉刀 | 三星堆出土玉边璋 | 中山王铁足铜鼎 | 五代耀州窑青釉刻花提梁倒流壶 | 五牛圖 | 人物御龙帛画 | 人物龙凤帛画 | 人面鱼纹彩陶盆 | 伯矩鬲 | 何尊 | 八重宝函 | 兽首玛瑙杯 | 凤冠 (定陵) | 刘胜金缕玉衣 | 利簋 | 勘书图 | 北宋刻本《范仲淹文集》 | 卓歇图 | 双鸟朝阳纹牙雕 | 史墙盘 | 吉祥遍至口合本续 | 后母戊鼎 | 唐长沙窑青釉褐彩贴花人物纹壶 | 商周太阳神鸟金饰 | 四羊方尊 | 夏景山口待渡图 | 大克鼎 | 大玉戈 | 大盂鼎 | 大禾方鼎 | 大秦景教流行中国碑 | 天亡簋 | 太保鼎 | 子龙鼎 | 岳麓秦简 | 嵌绿松石象牙杯 | 常阳太尊石像 | 平复帖 | 張好好詩 | 彩漆木雕小座屏 | 彩绘人物故事漆屏 | 彩绘鹳鱼石斧图陶缸 | 彩陶八角星纹豆 | 挥扇仕女图 | 昭陵六骏 | 晉侯穌編鐘 | 景雲鐘 | 曾侯乙墓外棺 | 曾侯乙编钟 | 曾侯乙青铜尊盘 | 朱然墓出土漆木屐 | 朱然墓出土贵族生活图漆盘 | 杀人祭柱场面贮贝器 | 步辇图 | 水晶杯 | 河姆渡出土朱漆碗 | 河姆渡出土陶灶 | 涅槃變相碑 | 淅川出土铜禁 | 淳化大鼎 | 清明上河圖 | 渔村小雪图 | 游春图 | 滇王之印 | 玉琮王 | 皇后之玺 | 直裾素紗襌衣 | 石鼓 (先秦) | 神兽纹玉樽 | 禁止出境展览文物 | 竹林七賢與榮啟期 | 红地对人兽树纹罽袍 | 红山文化女神像 | 红山文化玉龙 | 舞马衔杯仿皮囊式银壶 | 苦笋帖 | 莲鹤方壶 | 虢季子白盘 | 角形玉杯 | 诅盟场面贮贝器 | 识文彩绘盝顶长方形漆奁 | 越王勾践剑 | 趙佶草書千字文 | 逨盘 | 鑄客銅鼎 | 铜奔马 | 铜浮屠 | 铜车马 | 铜错金银四龙四凤方案 | 長信宮燈 | 陶鹰鼎 | 隋白釉龙柄双联传瓶 | 青花釉里红瓷仓 | 青铜神树 | 青铜立人像 | 鞍马出行图 | 韩熙载夜宴图 | 马王堆一号墓木棺椁 | 马王堆一号汉墓帛画 | 马王堆帛书周易 | 高逸图 | 鸭形玻璃注 | 黑漆朱绘六博具 | 齐王墓青铜方镜
景雲鐘,https://zh.wikipedia.org/wiki/%E6%99%AF%E9%9B%B2%E9%90%98,景雲鐘是唐代为景龍觀所鑄之青銅鐘，原名“景龙观钟”，開元年間改景龍觀為迎祥觀，故又稱“迎祥觀鐘”。後曾懸掛于西安鐘樓。因铸于唐睿宗景云二年（711年），今稱之為“景云钟”或“景雲銅鐘”。是中華人民共和國國家一級文物，禁止出國（境）展览文物之一。现藏陝西西安碑林博物馆钟亭。,710年代中国 | 711年 | 中国青铜钟 | 中文銘文 | 以年號命名的文物,唐,,西安碑林博物馆,,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Jingyun_bell.jpg/250px-Jingyun_bell.jpg,“五星出东方利中国”护膊 | 㝬簋 | 七孔玉刀 | 三星堆出土玉边璋 | 三星堆金杖 | 中山王铁足铜鼎 | 五代耀州窑青釉刻花提梁倒流壶 | 五牛圖 | 人物御龙帛画 | 人物龙凤帛画 | 人面鱼纹彩陶盆 | 伯矩鬲 | 何尊 | 八重宝函 | 兽首玛瑙杯 | 凤冠 (定陵) | 刘胜金缕玉衣 | 利簋 | 勘书图 | 北宋刻本《范仲淹文集》 | 卓歇图 | 双鸟朝阳纹牙雕 | 史墙盘 | 吉祥遍至口合本续 | 后母戊鼎 | 唐长沙窑青釉褐彩贴花人物纹壶 | 商周太阳神鸟金饰 | 四羊方尊 | 夏景山口待渡图 | 大克鼎 | 大玉戈 | 大盂鼎 | 大禾方鼎 | 大秦景教流行中国碑 | 天亡簋 | 太保鼎 | 子龙鼎 | 岳麓秦简 | 嵌绿松石象牙杯 | 常阳太尊石像 | 平复帖 | 張好好詩 | 彩漆木雕小座屏 | 彩绘人物故事漆屏 | 彩绘鹳鱼石斧图陶缸 | 彩陶八角星纹豆 | 挥扇仕女图 | 昭陵六骏 | 晉侯穌編鐘 | 曾侯乙墓外棺 | 曾侯乙编钟 | 曾侯乙青铜尊盘 | 朱然墓出土漆木屐 | 朱然墓出土贵族生活图漆盘 | 杀人祭柱场面贮贝器 | 步辇图 | 水晶杯 | 河姆渡出土朱漆碗 | 河姆渡出土陶灶 | 涅槃變相碑 | 淅川出土铜禁 | 淳化大鼎 | 清明上河圖 | 渔村小雪图 | 游春图 | 滇王之印 | 玉琮王 | 皇后之玺 | 直裾素紗襌衣 | 石鼓 (先秦) | 神兽纹玉樽 | 禁止出境展览文物 | 竹林七賢與榮啟期 | 红地对人兽树纹罽袍 | 红山文化女神像 | 红山文化玉龙 | 舞马衔杯仿皮囊式银壶 | 苦笋帖 | 莲鹤方壶 | 虢季子白盘 | 角形玉杯 | 诅盟场面贮贝器 | 识文彩绘盝顶长方形漆奁 | 越王勾践剑 | 趙佶草書千字文 | 逨盘 | 鑄客銅鼎 | 铜奔马 | 铜浮屠 | 铜车马 | 铜错金银四龙四凤方案 | 長信宮燈 | 陶鹰鼎 | 隋白釉龙柄双联传瓶 | 青花釉里红瓷仓 | 青铜神树 | 青铜立人像 | 鞍马出行图 | 韩熙载夜宴图 | 马王堆一号墓木棺椁 | 马王堆一号汉墓帛画 | 马王堆帛书周易 | 高逸图 | 鸭形玻璃注 | 黑漆朱绘六博具 | 齐王墓青铜方镜
柉禁,https://zh.wikipedia.org/wiki/%E6%9F%89%E7%A6%81,柉（fán）禁，又称夔（kuí）蝉纹禁、端方铜禁，1901年于陕西宝鸡斗鸡台出土的一件青铜夔蝉纹铜禁。柉禁是自有金石学之后出土的第一件铜禁，此前禁这一类器物只见于古书记载。现藏于美国纽约大都会艺术博物馆。,使用了两种注音方式的页面 | 含有注音符號的條目 | 含有漢語拼音的條目 | 大都會藝術博物館藏品 | 宝鸡文物,,,,,,,
子龙鼎,https://zh.wikipedia.org/wiki/%E5%AD%90%E9%BE%99%E9%BC%8E,子龙鼎，或称商子龙鼎，中国古代青铜器，年代断定为商末周初，国家一级文物，现藏于中国国家博物馆。子龙鼎内壁近口缘处刻有铭文“子龙”二字，并因此而得名。该鼎被中国国家文物局收录到了2013年8月19日发布《第三批禁止出境展览文物目录》中，属于禁止出境展览文物。,中國國家博物館藏品 | 中文銘文 | 商鼎 | 禁止出境展览文物 | 辉县市,商,可能为 河南 辉县,中国国家博物馆,,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Zilong_Ding.jpg/250px-Zilong_Ding.jpg,“五星出东方利中国”护膊 | 㝬簋 | 七孔玉刀 | 三星堆出土玉边璋 | 三星堆金杖 | 中山王铁足铜鼎 | 五代耀州窑青釉刻花提梁倒流壶 | 五牛圖 | 人物御龙帛画 | 人物龙凤帛画 | 人面鱼纹彩陶盆 | 伯矩鬲 | 何尊 | 八重宝函 | 兽首玛瑙杯 | 凤冠 (定陵) | 刘胜金缕玉衣 | 利簋 | 勘书图 | 北宋刻本《范仲淹文集》 | 卓歇图 | 双鸟朝阳纹牙雕 | 史墙盘 | 吉祥遍至口合本续 | 后母戊鼎 | 唐长沙窑青釉褐彩贴花人物纹壶 | 商周太阳神鸟金饰 | 四羊方尊 | 夏景山口待渡图 | 大克鼎 | 大玉戈 | 大盂鼎 | 大禾方鼎 | 大秦景教流行中国碑 | 天亡簋 | 太保鼎 | 岳麓秦简 | 嵌绿松石象牙杯 | 常阳太尊石像 | 平复帖 | 張好好詩 | 彩漆木雕小座屏 | 彩绘人物故事漆屏 | 彩绘鹳鱼石斧图陶缸 | 彩陶八角星纹豆 | 挥扇仕女图 | 昭陵六骏 | 晉侯穌編鐘 | 景雲鐘 | 曾侯乙墓外棺 | 曾侯乙编钟 | 曾侯乙青铜尊盘 | 朱然墓出土漆木屐 | 朱然墓出土贵族生活图漆盘 | 杀人祭柱场面贮贝器 | 步辇图 | 水晶杯 | 河姆渡出土朱漆碗 | 河姆渡出土陶灶 | 涅槃變相碑 | 淅川出土铜禁 | 淳化大鼎 | 清明上河圖 | 渔村小雪图 | 游春图 | 滇王之印 | 玉琮王 | 皇后之玺 | 直裾素紗襌衣 | 石鼓 (先秦) | 神兽纹玉樽 | 禁止出境展览文物 | 竹林七賢與榮啟期 | 红地对人兽树纹罽袍 | 红山文化女神像 | 红山文化玉龙 | 舞马衔杯仿皮囊式银壶 | 苦笋帖 | 莲鹤方壶 | 虢季子白盘 | 角形玉杯 | 诅盟场面贮贝器 | 识文彩绘盝顶长方形漆奁 | 越王勾践剑 | 趙佶草書千字文 | 逨盘 | 鑄客銅鼎 | 铜奔马 | 铜浮屠 | 铜车马 | 铜错金银四龙四凤方案 | 長信宮燈 | 陶鹰鼎 | 隋白釉龙柄双联传瓶 | 青花釉里红瓷仓 | 青铜神树 | 青铜立人像 | 鞍马出行图 | 韩熙载夜宴图 | 马王堆一号墓木棺椁 | 马王堆一号汉墓帛画 | 马王堆帛书周易 | 高逸图 | 鸭形玻璃注 | 黑漆朱绘六博具 | 齐王墓青铜方镜
盠驹尊,https://zh.wikipedia.org/wiki/%E7%9B%A0%E9%A9%B9%E5%B0%8A,盠驹尊，又称盠青铜驹尊、青铜盠驹尊，中国西周中期青铜器，1955年陕西郿县李村西周铜器窖藏出土。该器作站立马驹形，腹腔中空，背部有长方形口，口上为兽钮小盖，腹侧饰涡纹。颈、胸部铸有铭文9行94字，器盖内铸有铭文3行11字。,中國國家博物館藏品 | 中文銘文 | 使用Unicode扩展汉字的条目 | 使用webfont的页面 | 宝鸡文物,,,,,,,晋侯𣂜壶 | 逨盘
马王堆帛书周易,https://zh.wikipedia.org/wiki/%E9%A9%AC%E7%8E%8B%E5%A0%86%E5%B8%9B%E4%B9%A6%E5%91%A8%E6%98%93,马王堆帛书周易，全称西汉马王堆汉墓帛书《周易》，又被称为帛书周易、帛易等，西汉古籍，是马王堆帛书的一部分，国家一级文物，1973年出土于湖南省长沙市马王堆汉墓，是一部书写在帛卷上的《周易》古籍。该书被中国国家文物局收录到了2013年8月19日发布的《第三批禁止出境展览文物目录》中，属于禁止出境展览文物。现藏于湖南省博物馆。,易经 | 有未列明来源语句的条目 | 湖南省博物馆藏品 | 禁止出境展览文物 | 西汉陪葬文物,西汉,湖南省 长沙市 （1973年）,湖南博物院,,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Mawangdui_LaoTsu_Ms2.JPG/250px-Mawangdui_LaoTsu_Ms2.JPG,“五星出东方利中国”护膊 | 㝬簋 | 七孔玉刀 | 三星堆出土玉边璋 | 三星堆金杖 | 中山王铁足铜鼎 | 五代耀州窑青釉刻花提梁倒流壶 | 五牛圖 | 人物御龙帛画 | 人物龙凤帛画 | 人面鱼纹彩陶盆 | 伯矩鬲 | 何尊 | 八重宝函 | 兽首玛瑙杯 | 凤冠 (定陵) | 刘胜金缕玉衣 | 利簋 | 勘书图 | 北宋刻本《范仲淹文集》 | 卓歇图 | 双鸟朝阳纹牙雕 | 史墙盘 | 吉祥遍至口合本续 | 后母戊鼎 | 唐长沙窑青釉褐彩贴花人物纹壶 | 商周太阳神鸟金饰 | 四羊方尊 | 夏景山口待渡图 | 大克鼎 | 大玉戈 | 大盂鼎 | 大禾方鼎 | 大秦景教流行中国碑 | 天亡簋 | 太保鼎 | 子龙鼎 | 岳麓秦简 | 嵌绿松石象牙杯 | 常阳太尊石像 | 平复帖 | 張好好詩 | 彩漆木雕小座屏 | 彩绘人物故事漆屏 | 彩绘鹳鱼石斧图陶缸 | 彩陶八角星纹豆 | 挥扇仕女图 | 昭陵六骏 | 晉侯穌編鐘 | 景雲鐘 | 曾侯乙墓外棺 | 曾侯乙编钟 | 曾侯乙青铜尊盘 | 朱然墓出土漆木屐 | 朱然墓出土贵族生活图漆盘 | 杀人祭柱场面贮贝器 | 步辇图 | 水晶杯 | 河姆渡出土朱漆碗 | 河姆渡出土陶灶 | 涅槃變相碑 | 淅川出土铜禁 | 淳化大鼎 | 清明上河圖 | 渔村小雪图 | 游春图 | 滇王之印 | 玉琮王 | 皇后之玺 | 直裾素紗襌衣 | 石鼓 (先秦) | 神兽纹玉樽 | 禁止出境展览文物 | 竹林七賢與榮啟期 | 红地对人兽树纹罽袍 | 红山文化女神像 | 红山文化玉龙 | 舞马衔杯仿皮囊式银壶 | 苦笋帖 | 莲鹤方壶 | 虢季子白盘 | 角形玉杯 | 诅盟场面贮贝器 | 识文彩绘盝顶长方形漆奁 | 越王勾践剑 | 趙佶草書千字文 | 逨盘 | 鑄客銅鼎 | 铜奔马 | 铜浮屠 | 铜车马 | 铜错金银四龙四凤方案 | 長信宮燈 | 陶鹰鼎 | 隋白釉龙柄双联传瓶 | 青花釉里红瓷仓 | 青铜神树 | 青铜立人像 | 鞍马出行图 | 韩熙载夜宴图 | 马王堆一号墓木棺椁 | 马王堆一号汉墓帛画 | 高逸图 | 鸭形玻璃注 | 黑漆朱绘六博具 | 齐王墓青铜方镜
朱然墓出土漆木屐,https://zh.wikipedia.org/wiki/%E6%9C%B1%E7%84%B6%E5%A2%93%E5%87%BA%E5%9C%9F%E6%BC%86%E6%9C%A8%E5%B1%90,朱然墓出土漆木屐是目前中国最古老的漆木屐，至今已有1700多年，于1984年6月出土。 前有一个孔，用作栓绳子，后有两孔作成木屐的形态。在朱然墓漆木屐没有出土以前，一般认为漆木屐是日本人最早发明的，通过朱然墓漆木屐的发现，证实木屐在中国通过唐文化东传到日本，最后在日本逐渐使用。现藏于朱然家族墓地博物馆。,东吴文物 | 中国漆器 | 禁止出境展览文物 | 鞋 | 马鞍山文物,三国,安徽省 马鞍山市 （1984年）,朱然家族墓地博物馆,漆,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Geta_Unearthed_from_the_Tomb_of_Zhu_Ran_2012-05.JPG/330px-Geta_Unearthed_from_the_Tomb_of_Zhu_Ran_2012-05.JPG,“五星出东方利中国”护膊 | 㝬簋 | 七孔玉刀 | 三星堆出土玉边璋 | 三星堆金杖 | 中山王铁足铜鼎 | 五代耀州窑青釉刻花提梁倒流壶 | 五牛圖 | 人物御龙帛画 | 人物龙凤帛画 | 人面鱼纹彩陶盆 | 伯矩鬲 | 何尊 | 八重宝函 | 兽首玛瑙杯 | 凤冠 (定陵) | 刘胜金缕玉衣 | 利簋 | 勘书图 | 北宋刻本《范仲淹文集》 | 卓歇图 | 双鸟朝阳纹牙雕 | 史墙盘 | 吉祥遍至口合本续 | 后母戊鼎 | 唐长沙窑青釉褐彩贴花人物纹壶 | 商周太阳神鸟金饰 | 四羊方尊 | 夏景山口待渡图 | 大克鼎 | 大玉戈 | 大盂鼎 | 大禾方鼎 | 大秦景教流行中国碑 | 天亡簋 | 太保鼎 | 子龙鼎 | 岳麓秦简 | 嵌绿松石象牙杯 | 常阳太尊石像 | 平复帖 | 張好好詩 | 彩漆木雕小座屏 | 彩绘人物故事漆屏 | 彩绘鹳鱼石斧图陶缸 | 彩陶八角星纹豆 | 挥扇仕女图 | 昭陵六骏 | 晉侯穌編鐘 | 景雲鐘 | 曾侯乙墓外棺 | 曾侯乙编钟 | 曾侯乙青铜尊盘 | 朱然墓出土贵族生活图漆盘 | 杀人祭柱场面贮贝器 | 步辇图 | 水晶杯 | 河姆渡出土朱漆碗 | 河姆渡出土陶灶 | 涅槃變相碑 | 淅川出土铜禁 | 淳化大鼎 | 清明上河圖 | 渔村小雪图 | 游春图 | 滇王之印 | 玉琮王 | 皇后之玺 | 直裾素紗襌衣 | 石鼓 (先秦) | 神兽纹玉樽 | 禁止出境展览文物 | 竹林七賢與榮啟期 | 红地对人兽树纹罽袍 | 红山文化女神像 | 红山文化玉龙 | 舞马衔杯仿皮囊式银壶 | 苦笋帖 | 莲鹤方壶 | 虢季子白盘 | 角形玉杯 | 诅盟场面贮贝器 | 识文彩绘盝顶长方形漆奁 | 越王勾践剑 | 趙佶草書千字文 | 逨盘 | 鑄客銅鼎 | 铜奔马 | 铜浮屠 | 铜车马 | 铜错金银四龙四凤方案 | 長信宮燈 | 陶鹰鼎 | 隋白釉龙柄双联传瓶 | 青花釉里红瓷仓 | 青铜神树 | 青铜立人像 | 鞍马出行图 | 韩熙载夜宴图 | 马王堆一号墓木棺椁 | 马王堆一号汉墓帛画 | 马王堆帛书周易 | 高逸图 | 鸭形玻璃注 | 黑漆朱绘六博具 | 齐王墓青铜方镜
